stock_name,daily_profit,day_min_price,day_max_price,day_final_price,date,buyers_in_day,volumn_of_buy_in_day,persons_num_of_buyers,company_num_of_buyers,persons_amount_of_buy,company_amount_of_buy,persons_num_of_seller,company_num_of_seller,persons_amount_of_sells,company_amount_of_sells
خراسان,-4.94,54628.00,55000.00,54663.00,1399-03-03,301,M 1.155,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,-4.66,57299.00,60000.00,57503.00,1399-02-31,352,M 1.793,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,4.10,58251.00,60832.00,60314.00,1399-02-30,723,M 2.849,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,4.20,56343.00,58383.00,57936.00,1399-02-29,0,M 3.305,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,-4.91,55554.00,55554.00,55603.00,1399-02-28,147,828937,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,-1.40,56345.00,56345.00,58477.00,1399-02-27,84,236748,630,6, 1.102M, 261993,723,1, 1.351M, 12652
خراسان,-4.88,59234.00,61000.00,59310.00,1399-02-24,445,M 4.39,630,6, 1.102M, 261993,723,1, 1.351M, 12652
افرا,5.00,75574.00,75574.00,75574.00,1399-05-15,229,M 2.232,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.77,69000.00,72137.00,71976.00,1399-05-14,489,M 7.956,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,68702.00,68702.00,68702.00,1399-05-13,0,M 1.32,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,65431.00,65431.00,65431.00,1399-05-12,32,M 3.151,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,62316.00,62316.00,62316.00,1399-05-11,74,M 5.353,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,59349.00,59349.00,59349.00,1399-05-08,20,M 1.667,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,56523.00,56523.00,56523.00,1399-05-07,18,M 1.363,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.96,53850.00,53850.00,53832.00,1399-05-06,0,M 1.048,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.95,51309.00,51309.00,51286.00,1399-05-05,15,M 1.045,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.12,45116.00,49756.00,48866.00,1399-05-04,328,M 1.699,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.11,44000.00,47791.00,47387.00,1399-05-01,332,M 2.545,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.49,43030.00,45738.00,45516.00,1399-04-31,272,M 2.486,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.11,44360.00,44360.00,43560.00,1399-04-30,9,809176,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.79,42331.00,42331.00,42248.00,1399-04-29,123,M 1.249,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,40316.00,40316.00,40316.00,1399-04-28,123,M 1.352,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-0.36,36608.00,40460.00,38397.00,1399-04-25,240,M 3.702,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-2.03,37368.00,41000.00,38534.00,1399-04-24,270,M 2.739,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-4.31,39051.00,42200.00,39334.00,1399-04-23,274,M 3.331,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.32,38000.00,41375.00,41106.00,1399-04-22,0,M 3.646,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-2.59,38431.00,42000.00,39405.00,1399-04-21,532,M 2.162,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,0.60,38200.00,42220.00,40453.00,1399-04-18,749,M 7.574,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.52,40394.00,40394.00,40210.00,1399-04-17,0,M 1.313,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.79,38546.00,38546.00,38471.00,1399-04-16,0,M 1.393,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,1.56,37955.00,37955.00,36711.00,1399-04-15,16,452873,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,36148.00,36148.00,36148.00,1399-04-14,0,M 2.479,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,34427.00,34427.00,34427.00,1399-04-11,221,M 5.118,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.82,30100.00,33162.00,32788.00,1399-04-10,636,M 8.723,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-4.83,31528.00,32900.00,31583.00,1399-04-09,336,M 1.972,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-4.66,33070.00,35070.00,33187.00,1399-04-08,379,M 1.932,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.73,34100.00,34900.00,34810.00,1399-04-07,140,M 1.586,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,0.96,31278.00,34570.00,33239.00,1399-04-04,259,M 2.679,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.42,30745.00,33426.00,32924.00,1399-04-03,0,M 3.726,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.11,32417.00,32417.00,31835.00,1399-04-02,0,M 1.085,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,5.00,30874.00,30874.00,30874.00,1399-04-01,27,M 1.956,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,2.42,27900.00,30144.00,29404.00,1399-03-31,361,M 3.124,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,1.96,27900.00,29563.00,28709.00,1399-03-27,423,M 1.613,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,0.56,27000.00,29000.00,28156.00,1399-03-26,0,M 1.851,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-2.92,27399.00,29000.00,28000.00,1399-03-25,0,M 1.435,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,3.99,27593.00,29121.00,28841.00,1399-03-24,193,M 1.755,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.02,25721.00,27996.00,27735.00,1399-03-21,255,M 3.002,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-3.66,26292.00,27472.00,26663.00,1399-03-20,321,M 1.498,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-4.30,27472.00,28500.00,27675.00,1399-03-19,323,M 1.641,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,1.77,28048.00,29559.00,28917.00,1399-03-18,472,M 1.893,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,0.91,27946.00,29525.00,28413.00,1399-03-17,392,M 1.891,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.03,28420.00,28420.00,28158.00,1399-03-13,241,M 1.517,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,4.54,25461.00,27186.00,27067.00,1399-03-12,142,M 1.882,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,0.04,24800.00,27000.00,25892.00,1399-03-11,318,M 1.372,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-2.63,25251.00,27026.00,25881.00,1399-03-10,696,M 3.255,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-0.97,25498.00,25498.00,26579.00,1399-03-07,184,342185,229,3, 1.838M, 393774,188,1, 1.732M, 500000
افرا,-0.45,25612.00,25612.00,26839.00,1399-03-06,60,158042,229,3, 1.838M, 393774,188,1, 1.732M, 500000
قجام,2.20,25770.00,25770.00,25083.00,1399-05-15,10,396998,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.03,25021.00,25021.00,24543.00,1399-05-14,13,309711,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.44,24426.00,24426.00,24293.00,1399-05-13,0,732784,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.97,23721.00,23721.00,23715.00,1399-05-12,30,893582,10,0, 396998B, 0,128,0, 396998B, 0
قجام,3.86,23284.00,23284.00,23031.00,1399-05-11,5,695974,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.91,22412.00,22412.00,22176.00,1399-05-08,25,639013,10,0, 396998B, 0,128,0, 396998B, 0
قجام,0.86,22222.00,22222.00,21760.00,1399-05-07,6,286871,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.89,21809.00,21809.00,21575.00,1399-05-06,0,633707,10,0, 396998B, 0,128,0, 396998B, 0
قجام,3.99,21379.00,21379.00,21174.00,1399-05-05,38,800264,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.06,20549.00,20549.00,20361.00,1399-05-04,20,687493,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.68,19500.00,20012.00,19951.00,1399-05-01,686,M 6.624,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.89,18900.00,19450.00,19430.00,1399-04-31,455,M 5.979,10,0, 396998B, 0,128,0, 396998B, 0
قجام,3.47,19163.00,19163.00,18884.00,1399-04-30,17,804963,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.79,18288.00,18288.00,18251.00,1399-04-29,16,M 1.079,10,0, 396998B, 0,128,0, 396998B, 0
قجام,3.00,17756.00,17756.00,17756.00,1399-04-28,47,M 1.294,10,0, 396998B, 0,128,0, 396998B, 0
قجام,0.15,16698.00,17730.00,17239.00,1399-04-25,492,M 12.602,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.26,16490.00,17508.00,17214.00,1399-04-24,247,M 4.08,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.73,16720.00,17043.00,16999.00,1399-04-16,0,M 7.488,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-1.37,16274.00,17000.00,16547.00,1399-04-15,642,M 6.17,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.38,16671.00,17650.00,16777.00,1399-04-14,0,M 3.917,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-0.52,16758.00,17780.00,17186.00,1399-04-11,706,M 10.281,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.27,16520.00,17398.00,17276.00,1399-04-10,606,M 6.789,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.85,16866.00,17380.00,16892.00,1399-04-09,358,M 6.542,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.87,17364.00,17700.00,17387.00,1399-04-08,252,M 2.002,10,0, 396998B, 0,128,0, 396998B, 0
قجام,0.82,17224.00,18288.00,17901.00,1399-04-07,702,M 6.026,10,0, 396998B, 0,128,0, 396998B, 0
قجام,0.79,17089.00,18145.00,17756.00,1399-04-04,409,M 8.703,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.39,16690.00,17722.00,17617.00,1399-04-03,0,M 10.201,10,0, 396998B, 0,128,0, 396998B, 0
قجام,4.96,16811.00,17212.00,17206.00,1399-04-02,0,M 6.765,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.69,16603.00,16603.00,16393.00,1399-04-01,0,717684,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.37,16219.00,16219.00,16120.00,1399-03-31,12,M 1.004,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.62,15805.00,15805.00,15747.00,1399-03-27,14,M 1.245,10,0, 396998B, 0,128,0, 396998B, 0
قجام,4.93,15355.00,15355.00,15345.00,1399-03-26,0,M 1.404,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.57,14685.00,14685.00,14624.00,1399-03-25,14,M 1.22,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.51,14467.00,14467.00,14258.00,1399-03-24,0,718488,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.86,14065.00,14065.00,14046.00,1399-03-21,10,M 1.408,10,0, 396998B, 0,128,0, 396998B, 0
قجام,0.86,13946.00,13946.00,13656.00,1399-03-20,63,422614,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-1.96,13396.00,14000.00,13540.00,1399-03-07,309,M 2.697,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.96,13805.00,14000.00,13810.00,1399-03-06,167,M 2.096,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.52,14162.00,14800.00,14231.00,1399-03-03,278,M 2.056,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.27,14490.00,15150.00,14599.00,1399-02-31,0,M 4.774,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.60,14601.00,14995.00,14938.00,1399-02-30,415,M 3.539,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.76,13900.00,14593.00,14559.00,1399-02-29,0,M 4.77,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-1.05,13890.00,14747.00,14168.00,1399-02-28,397,M 3.941,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.34,13816.00,14553.00,14319.00,1399-02-27,494,M 4.929,10,0, 396998B, 0,128,0, 396998B, 0
قجام,1.94,13447.00,14276.00,14130.00,1399-02-24,674,M 7.114,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.32,13765.00,14615.00,13861.00,1399-02-23,474,M 11.72,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.45,14110.00,14811.00,14190.00,1399-02-22,515,M 7.756,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-1.32,14299.00,15130.00,14546.00,1399-02-21,663,M 8.622,10,0, 396998B, 0,128,0, 396998B, 0
قجام,2.40,14150.00,14826.00,14741.00,1399-02-20,745,M 8.413,10,0, 396998B, 0,128,0, 396998B, 0
قجام,-2.43,14311.00,14949.00,14395.00,1399-02-17,857,M 12.401,10,0, 396998B, 0,128,0, 396998B, 0
ثاصفا,0.46,21351.00,21351.00,20825.00,1399-05-15,12,154707,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.25,21298.00,21298.00,20730.00,1399-05-14,12,84317,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.40,21213.00,21213.00,20678.00,1399-05-13,0,134827,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,3.57,20881.00,20881.00,20596.00,1399-05-12,43,720791,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.45,20390.00,20390.00,19887.00,1399-05-11,8,152698,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.14,20160.00,20160.00,19797.00,1399-05-08,16,402554,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.78,20004.00,20004.00,19573.00,1399-05-07,9,274929,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.17,20156.00,20156.00,19422.00,1399-05-06,0,248209,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.46,19682.00,19682.00,19197.00,1399-05-05,4,163072,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.95,19497.00,19497.00,19109.00,1399-05-04,15,333785,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.83,19338.00,19338.00,18930.00,1399-05-01,3,315096,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,3.23,19097.00,19097.00,18775.00,1399-04-31,30,739627,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.42,18291.00,18291.00,18188.00,1399-04-30,29,922712,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.11,18090.00,18090.00,17759.00,1399-04-29,5,424382,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.52,17997.00,17997.00,17564.00,1399-04-28,3,198133,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.49,18077.00,18077.00,17473.00,1399-04-25,4,360609,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.53,17640.00,17640.00,17217.00,1399-04-24,2,211315,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.21,17430.00,17430.00,17127.00,1399-04-23,25,486462,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.40,17190.00,17190.00,16923.00,1399-04-22,0,564192,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.91,17367.00,17367.00,16690.00,1399-04-21,18,219043,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.61,16766.00,16766.00,16540.00,1399-04-18,0,719201,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.11,16581.00,16581.00,16278.00,1399-04-17,0,497938,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.57,16488.00,16488.00,16099.00,1399-04-16,0,253484,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,4.59,15766.00,16071.00,16008.00,1399-04-15,128,M 1.245,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.70,14900.00,15351.00,15306.00,1399-04-14,0,M 1.632,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.75,14869.00,14940.00,14904.00,1399-04-11,57,M 1.298,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.48,14003.00,14869.00,14505.00,1399-04-10,82,M 1.889,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.19,14031.00,14031.00,14436.00,1399-04-09,33,92288,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.91,13904.00,14762.00,14464.00,1399-04-08,117,M 1.786,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.97,14620.00,14620.00,14333.00,1399-04-07,4,459118,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.70,13829.00,14513.00,14195.00,1399-04-04,78,M 1.013,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.96,13962.00,13962.00,13822.00,1399-04-03,0,M 1.006,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.26,13926.00,13926.00,13556.00,1399-04-02,2,134352,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.13,13771.00,13771.00,13521.00,1399-04-01,0,577691,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.57,13686.00,13686.00,13370.00,1399-03-31,7,790029,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.62,13343.00,13343.00,13035.00,1399-03-27,3,334416,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.09,13199.00,13199.00,12955.00,1399-03-26,0,590890,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,2.14,12726.00,12922.00,12815.00,1399-03-25,69,M 1.162,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.45,12370.00,12738.00,12546.00,1399-03-24,113,928649,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.45,12100.00,12681.00,12367.00,1399-03-21,132,525707,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.63,12019.00,12610.00,12312.00,1399-03-20,92,646073,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.02,12127.00,12700.00,12390.00,1399-03-19,114,478267,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,1.88,12200.00,12528.00,12393.00,1399-03-18,134,M 1.1,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,0.83,12020.00,12425.00,12164.00,1399-03-17,84,503153,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.54,11767.00,12399.00,12064.00,1399-03-13,139,M 1.154,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.37,11810.00,11810.00,12130.00,1399-03-12,44,196908,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.38,11856.00,11900.00,12175.00,1399-03-11,63,208491,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-1.50,12036.00,12386.00,12222.00,1399-03-10,138,853748,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-3.84,12259.00,12517.00,12408.00,1399-03-07,0,M 1.206,12,0, 154707B, 0,59,0, 154707B, 0
ثاصفا,-0.02,12520.00,12520.00,12904.00,1399-03-06,8,10705,12,0, 154707B, 0,59,0, 154707B, 0
سامان,3.00,23933.00,23933.00,23933.00,1399-05-15,50,M 8.007,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,23236.00,23236.00,23236.00,1399-05-14,61,M 6.293,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,5.00,22560.00,22560.00,22560.00,1399-05-13,0,M 8.394,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,21486.00,21486.00,21486.00,1399-05-12,83,M 8.89,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,20861.00,20861.00,20861.00,1399-05-11,173,M 24.919,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,20254.00,20254.00,20254.00,1399-05-08,94,M 13.702,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,5.00,19665.00,19665.00,19665.00,1399-05-07,77,M 10.65,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,18729.00,18729.00,18729.00,1399-05-06,0,M 9.217,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,18184.00,18184.00,18184.00,1399-05-05,194,M 17.088,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.08,17021.00,17814.00,17655.00,1399-05-04,1286,M 63.113,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-1.01,16988.00,17840.00,17296.00,1399-05-01,1481,M 35.307,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,0.83,17021.00,17800.00,17472.00,1399-04-31,2510,M 53.703,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.99,17070.00,17330.00,17329.00,1399-04-30,1082,M 25.63,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.96,16410.00,16833.00,16826.00,1399-04-29,698,M 82.321,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.06,16187.00,16998.00,16343.00,1399-04-28,2416,M 34.952,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.97,16683.00,16998.00,16687.00,1399-04-25,1620,M 30.304,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.31,16610.00,17314.00,17198.00,1399-04-24,2313,M 44.437,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-0.60,16404.00,17400.00,16810.00,1399-04-23,2378,M 88.686,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.80,16500.00,16943.00,16911.00,1399-04-22,0,M 56.073,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.52,16369.00,17198.00,16450.00,1399-04-21,2068,M 88.597,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.54,16796.00,17315.00,16875.00,1399-04-18,2056,M 21.21,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.46,17219.00,17851.00,17315.00,1399-04-17,0,M 66.677,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,1.68,17100.00,17981.00,17751.00,1399-04-16,0,M 122.538,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.72,17408.00,17900.00,17458.00,1399-04-15,7474,M 140.622,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.56,17866.00,18200.00,17946.00,1399-04-14,0,M 10.579,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.37,18000.00,18531.00,18418.00,1399-04-11,6479,M 106.357,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,17992.00,17992.00,17992.00,1399-04-10,1638,M 35.429,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.83,17022.00,17496.00,17468.00,1399-04-09,3355,M 81.561,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,4.63,16060.00,17046.00,16987.00,1399-04-08,3891,M 117.996,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.99,16235.00,16235.00,16235.00,1399-04-07,175,M 26.886,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,3.00,15763.00,15763.00,15763.00,1399-04-04,737,M 38.097,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.99,15300.00,15304.00,15304.00,1399-04-03,0,M 73.726,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.69,14250.00,14904.00,14859.00,1399-04-02,0,M 98.237,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.78,14438.00,14789.00,14470.00,1399-04-01,5147,M 117.81,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.95,14876.00,15000.00,14884.00,1399-03-31,3156,M 31.359,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.48,14517.00,15413.00,15336.00,1399-03-27,4566,M 55.805,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,4.90,14420.00,14979.00,14965.00,1399-03-26,3608,M 76.987,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.17,13680.00,14381.00,14266.00,1399-03-25,0,M 57.76,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.99,13963.00,13963.00,13963.00,1399-03-24,0,M 26.461,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.09,13100.00,13678.00,13557.00,1399-03-21,3372,M 44.589,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,0.18,12859.00,13653.00,13280.00,1399-03-20,1899,M 63.2,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,1.10,12720.00,13505.00,13256.00,1399-03-19,2479,M 39.72,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.99,13112.00,13112.00,13112.00,1399-03-18,1433,M 41.169,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.23,12377.00,12826.00,12731.00,1399-03-17,1904,M 38.856,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,2.48,12200.00,12516.00,12453.00,1399-03-13,2423,M 32.508,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.25,12060.00,12500.00,12152.00,1399-03-12,2359,M 38.91,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.52,12371.00,12750.00,12432.00,1399-03-11,1385,M 8.897,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-0.58,12452.00,13150.00,12753.00,1399-03-10,3828,M 33.623,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.66,12783.00,13200.00,12828.00,1399-03-07,2958,M 54.521,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
سامان,-2.97,13175.00,13359.00,13178.00,1399-03-06,670,M 7.98,50,4, 7.207M, 800000,640,5, 2.455M, 5.552
وشمال,2.98,80622.00,80622.00,80610.00,1399-05-15,185,289376,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,5.00,78274.00,78274.00,78274.00,1399-05-14,69,305245,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.92,74601.00,74601.00,74547.00,1399-05-13,0,283588,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,3.00,72429.00,72429.00,72429.00,1399-05-12,239,551329,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,2.27,67000.00,70820.00,70320.00,1399-05-11,161,651690,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,-1.15,67472.00,71550.00,68758.00,1399-05-08,696,M 1.105,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,1.84,66255.00,70353.00,69558.00,1399-05-07,0,M 3.258,185,0, 289376B, 0,140,0, 289376B, 0
وشمال,4.39,68705.00,68705.00,68304.00,1399-05-06,0,284528,185,0, 289376B, 0,140,0, 289376B, 0
